,Species1
3168,Modulatrix stictigula
3169,Mohoua albicilla
3170,Mohoua novaeseelandiae
3171,Mohoua ochrocephala
3172,Arses insularis
3173,Arses kaupi
3174,Arses lorealis
3175,Arses telescopthalmus
3176,Carterornis castus
3177,Carterornis chrysomela
3178,Carterornis leucotis
3179,Carterornis pileatus
3180,Chasiempis ibidis
3181,Chasiempis sandwichensis
3182,Chasiempis sclateri
3183,Clytorhynchus hamlini
3184,Clytorhynchus nigrogularis
3185,Clytorhynchus pachycephaloides
3186,Clytorhynchus sanctaecrucis
3187,Clytorhynchus vitiensis
3188,Grallina bruijnii
3189,Grallina cyanoleuca
3190,Hypothymis azurea
3191,Hypothymis coelestis
3192,Hypothymis helenae
3193,Hypothymis puella
3194,Mayrornis lessoni
3195,Mayrornis schistaceus
3196,Mayrornis versicolor
3197,Metabolus godeffroyi
3198,Metabolus rugensis
3199,Metabolus takatsukasae
3200,Monarcha castaneiventris
3201,Monarcha cinerascens
3202,Monarcha frater
3203,Monarcha megarhynchus
3204,Monarcha melanopsis
3205,Monarcha richardsii
3206,Monarcha ugiensis
3207,Myiagra albiventris
3208,Myiagra alecto
3209,Myiagra atra
3210,Myiagra azureocapilla
3211,Myiagra caledonica
3212,Myiagra castaneigularis
3213,Myiagra cervinicauda
3214,Myiagra cervinicolor
3215,Myiagra cyanoleuca
3216,Myiagra eichhorni
3217,Myiagra erythrops
3218,Myiagra ferrocyanea
3219,Myiagra galeata
3220,Myiagra hebetior
3221,Myiagra inquieta
3222,Myiagra nana
3223,Myiagra oceanica
3224,Myiagra pluto
3225,Myiagra rubecula
3226,Myiagra ruficollis
3227,Myiagra vanikorensis
3228,Neolalage banksiana
3229,Pomarea dimidiata
3230,Pomarea iphis
3231,Pomarea mendozae
3232,Pomarea mira
3233,Pomarea nigra
3234,Pomarea whitneyi
3235,Symposiachrus ateralbus
3236,Symposiachrus axillaris
3237,Symposiachrus barbatus
3238,Symposiachrus boanensis
3239,Symposiachrus brehmii
3240,Symposiachrus browni
3241,Symposiachrus everetti
3242,Symposiachrus guttula
3243,Symposiachrus infelix
3244,Symposiachrus julianae
3245,Symposiachrus leucurus
3246,Symposiachrus loricatus
3247,Symposiachrus malaitae
3248,Symposiachrus manadensis
3249,Symposiachrus menckei
3250,Symposiachrus mundus
3251,Symposiachrus rubiensis
3252,Symposiachrus sacerdotum
3253,Symposiachrus trivirgatus
3254,Symposiachrus verticalis
3255,Symposiachrus vidua
3256,Terpsiphone affinis
3257,Terpsiphone atrocaudata
3258,Terpsiphone atrochalybeia
3259,Terpsiphone batesi
3260,Terpsiphone bedfordi
3261,Terpsiphone bourbonnensis
3262,Terpsiphone cinnamomea
3263,Terpsiphone corvina
3264,Terpsiphone cyanescens
3265,Terpsiphone floris
3266,Terpsiphone incei
3267,Terpsiphone mutata
3268,Terpsiphone paradisi
3269,Terpsiphone rufiventer
3270,Terpsiphone rufocinerea
3271,Terpsiphone unirufa
3272,Terpsiphone viridis
3273,Trochocercus bivittatus
3274,Trochocercus cyanomelas
3275,Trochocercus nitens
3276,Amaurocichla bocagii
3277,Anthus antarcticus
3278,Anthus berthelotii
3279,Anthus bogotensis
3280,Anthus brachyurus
3281,Anthus caffer
3282,Anthus campestris
3283,Anthus cervinus
3284,Anthus chacoensis
3285,Anthus cinnamomeus
3286,Anthus correndera
3287,Anthus crenatus
3288,Anthus furcatus
3289,Anthus godlewskii
3290,Anthus gustavi
3291,Anthus gutturalis
3292,Anthus hellmayri
3293,Anthus hodgsoni
3294,Anthus hoeschi
3295,Anthus leucophrys
3296,Anthus lineiventris
3297,Anthus lutescens
3298,Anthus melindae
3299,Anthus nattereri
3300,Anthus nilghiriensis
3301,Anthus novaeseelandiae
3302,Anthus nyassae
3303,Anthus pallidiventris
3304,Anthus peruvianus
3305,Anthus petrosus
3306,Anthus pratensis
3307,Anthus richardi
3308,Anthus roseatus
3309,Anthus rubescens
3310,Anthus rufulus
3311,Anthus similis
3312,Anthus sokokensis
3313,Anthus spinoletta
3314,Anthus spragueii
3315,Anthus sylvanus
3316,Anthus trivialis
3317,Anthus vaalensis
3318,Dendronanthus indicus
3319,Hemimacronyx chloris
3320,Macronyx ameliae
3321,Macronyx aurantiigula
3322,Macronyx capensis
3323,Macronyx croceus
3324,Macronyx flavicollis
3325,Macronyx fuelleborni
3326,Macronyx grimwoodi
3327,Macronyx sharpei
3328,Madanga ruficollis
3329,Motacilla aguimp
3330,Motacilla alba
3331,Motacilla capensis
3332,Motacilla cinerea
3333,Motacilla citreola
3334,Motacilla clara
3335,Motacilla flava
3336,Motacilla flaviventris
3337,Motacilla grandis
3338,Motacilla maderaspatensis
3339,Motacilla samveasnae
3340,Motacilla tschutschensis
3341,Tmetothylacus tenellus
3342,Agricola infuscatus
3343,Agricola pallidus
3344,Alethe castanea
3345,Alethe diademata
3346,Anthipes monileger
3347,Anthipes solitaris
3348,Brachypteryx cruralis
3349,Brachypteryx erythrogyna
3350,Brachypteryx floris
3351,Brachypteryx goodfellowi
3352,Brachypteryx hyperythra
3353,Brachypteryx leucophris
3354,Brachypteryx montana
3355,Brachypteryx poliogyna
3356,Brachypteryx saturata
3357,Brachypteryx sinensis
3358,Bradornis boehmi
3359,Bradornis comitatus
3360,Bradornis fuliginosus
3361,Bradornis mariquensis
3362,Bradornis microrhynchus
3363,Bradornis ussheri
3364,Calliope calliope
3365,Calliope obscura
3366,Calliope pectardens
3367,Calliope pectoralis
3368,Calliope tschebaiewi
3369,Campicoloides bifasciatus
3370,Cercotrichas galactotes
3371,Cercotrichas hartlaubi
3372,Cercotrichas leucophrys
3373,Cercotrichas paena
3374,Cercotrichas podobe
3375,Chamaetylas choloensis
3376,Chamaetylas fuelleborni
3377,Chamaetylas poliocephala
3378,Chamaetylas poliophrys
3379,Cichladusa arquata
3380,Cichladusa guttata
3381,Cichladusa ruficauda
3382,Cinclidium frontale
3383,Copsychus albospecularis
3384,Copsychus mindanensis
3385,Copsychus pica
3386,Copsychus saularis
3387,Copsychus sechellarum
3388,Cossypha albicapillus
3389,Cossypha cyanocampter
3390,Cossypha dichroa
3391,Cossypha heinrichi
3392,Cossypha heuglini
3393,Cossypha natalensis
3394,Cossypha niveicapilla
3395,Cossypha semirufa
3396,Cossyphicula roberti
3397,Cyanecula svecica
3398,Cyanoptila cumatilis
3399,Cyanoptila cyanomelana
3400,Cyornis banyumas
3401,Cyornis brunneatus
3402,Cyornis caerulatus
3403,Cyornis camarinensis
3404,Cyornis colonus
3405,Cyornis concretus
3406,Cyornis djampeanus
3407,Cyornis glaucicomans
3408,Cyornis hainanus
3409,Cyornis herioti
3410,Cyornis hoevelli
3411,Cyornis hyacinthinus
3412,Cyornis lemprieri
3413,Cyornis magnirostris
3414,Cyornis nicobaricus
3415,Cyornis olivaceus
3416,Cyornis omissus
3417,Cyornis oscillans
3418,Cyornis pallidipes
3419,Cyornis poliogenys
3420,Cyornis rubeculoides
3421,Cyornis ruckii
3422,Cyornis ruficauda
3423,Cyornis rufigastra
3424,Cyornis sanfordi
3425,Cyornis stresemanni
3426,Cyornis sumatrensis
3427,Cyornis superbus
3428,Cyornis tickelliae
3429,Cyornis turcosus
3430,Cyornis umbratilis
3431,Cyornis unicolor
3432,Dessonornis anomalus
3433,Dessonornis archeri
3434,Dessonornis caffer
3435,Dessonornis humeralis
3436,Dessonornis macclounii
3437,Dessonornis mbuluensis
3438,Emarginata schlegelii
3439,Emarginata sinuata
3440,Emarginata tractrac
3441,Enicurus immaculatus
3442,Enicurus leschenaulti
3443,Enicurus maculatus
3444,Enicurus ruficapillus
3445,Enicurus schistaceus
3446,Enicurus scouleri
3447,Enicurus velatus
3448,Erithacus rubecula
3449,Eumyias additus
3450,Eumyias albicaudatus
3451,Eumyias indigo
3452,Eumyias panayensis
3453,Eumyias ruficrissa
3454,Eumyias sordidus
3455,Eumyias thalassinus
3456,Ficedula albicilla
3457,Ficedula albicollis
3458,Ficedula basilanica
3459,Ficedula bonthaina
3460,Ficedula buruensis
3461,Ficedula crypta
3462,Ficedula disposita
3463,Ficedula dumetoria
3464,Ficedula elisae
3465,Ficedula erithacus
3466,Ficedula harterti
3467,Ficedula henrici
3468,Ficedula hodgsoni
3469,Ficedula hyperythra
3470,Ficedula hypoleuca
3471,Ficedula luzoniensis
3472,Ficedula mugimaki
3473,Ficedula narcissina
3474,Ficedula nigrorufa
3475,Ficedula owstoni
3476,Ficedula parva
3477,Ficedula platenae
3478,Ficedula riedeli
3479,Ficedula ruficauda
3480,Ficedula rufigula
3481,Ficedula sapphira
3482,Ficedula semitorquata
3483,Ficedula strophiata
3484,Ficedula subrubra
3485,Ficedula superciliaris
3486,Ficedula timorensis
3487,Ficedula tricolor
3488,Ficedula westermanni
3489,Ficedula zanthopygia
3490,Fraseria caerulescens
3491,Fraseria cinerascens
3492,Fraseria griseigularis
3493,Fraseria lendu
3494,Fraseria ocreata
3495,Fraseria olivascens
3496,Fraseria plumbea
3497,Fraseria tessmanni
3498,Heinrichia calligyna
3499,Heinrichia simplex
3500,Heteroxenicus stellatus
3501,Hodgsonius phaenicuroides
3502,Humblotia flavirostris
3503,Irania gutturalis
3504,Kittacincla albiventris
3505,Kittacincla cebuensis
3506,Kittacincla luzoniensis
3507,Kittacincla malabarica
3508,Kittacincla nigra
3509,Kittacincla superciliaris
3510,Larvivora akahige
3511,Larvivora brunnea
3512,Larvivora cyane
3513,Larvivora komadori
3514,Larvivora namiyei
3515,Larvivora ruficeps
3516,Larvivora sibilans
3517,Larvivora tanensis
3518,Luscinia luscinia
3519,Luscinia megarhynchos
3520,Melaenornis annamarulae
3521,Melaenornis ardesiacus
3522,Melaenornis brunneus
3523,Melaenornis chocolatinus
3524,Melaenornis edolioides
3525,Melaenornis fischeri
3526,Melaenornis herero
3527,Melaenornis pammelaina
3528,Melaenornis semipartitus
3529,Melaenornis silens
3530,Monticola angolensis
3531,Monticola brevipes
3532,Monticola cinclorhyncha
3533,Monticola erythronotus
3534,Monticola explorator
3535,Monticola gularis
3536,Monticola imerina
3537,Monticola rufiventris
3538,Monticola rufocinereus
3539,Monticola rupestris
3540,Monticola saxatilis
3541,Monticola semirufus
3542,Monticola sharpei
3543,Monticola solitarius
3544,Muscicapa adusta
3545,Muscicapa aquatica
3546,Muscicapa cassini
3547,Muscicapa dauurica
3548,Muscicapa epulata
3549,Muscicapa ferruginea
3550,Muscicapa gambagae
3551,Muscicapa griseisticta
3552,Muscicapa muttui
3553,Muscicapa randi
3554,Muscicapa segregata
3555,Muscicapa sethsmithi
3556,Muscicapa sibirica
3557,Muscicapa striata
3558,Myiomela cambodiana
3559,Myiomela diana
3560,Myiomela leucura
3561,Myophonus blighi
3562,Myophonus borneensis
3563,Myophonus caeruleus
3564,Myophonus castaneus
3565,Myophonus glaucinus
3566,Myophonus horsfieldii
3567,Myophonus insularis
3568,Myophonus melanurus
3569,Myophonus robinsoni
3570,Myrmecocichla aethiops
3571,Myrmecocichla arnotti
3572,Myrmecocichla formicivora
3573,Myrmecocichla melaena
3574,Myrmecocichla monticola
3575,Myrmecocichla nigra
3576,Myrmecocichla tholloni
3577,Niltava davidi
3578,Niltava grandis
3579,Niltava macgrigoriae
3580,Niltava oatesi
3581,Niltava sumatrana
3582,Niltava sundara
3583,Niltava vivida
3584,Oenanthe albifrons
3585,Oenanthe albonigra
3586,Oenanthe bottae
3587,Oenanthe chrysopygia
3588,Oenanthe cypriaca
3589,Oenanthe deserti
3590,Oenanthe dubia
3591,Oenanthe familiaris
3592,Oenanthe finschii
3593,Oenanthe frenata
3594,Oenanthe fusca
3595,Oenanthe heuglinii
3596,Oenanthe hispanica
3597,Oenanthe isabellina
3598,Oenanthe leucopyga
3599,Oenanthe leucura
3600,Oenanthe lugens
3601,Oenanthe melanura
3602,Oenanthe moesta
3603,Oenanthe monacha
3604,Oenanthe oenanthe
3605,Oenanthe phillipsi
3606,Oenanthe picata
3607,Oenanthe pileata
3608,Oenanthe pleschanka
3609,Oenanthe scotocerca
3610,Oenanthe seebohmi
3611,Oenanthe xanthoprymna
3612,Oreocossypha isabellae
3613,Phoenicurus alaschanicus
3614,Phoenicurus auroreus
3615,Phoenicurus bicolor
3616,Phoenicurus coeruleocephala
3617,Phoenicurus erythrogastrus
3618,Phoenicurus erythronotus
3619,Phoenicurus frontalis
3620,Phoenicurus fuliginosus
3621,Phoenicurus hodgsoni
3622,Phoenicurus leucocephalus
3623,Phoenicurus moussieri
3624,Phoenicurus ochruros
3625,Phoenicurus phoenicurus
3626,Phoenicurus schisticeps
3627,Pinarochroa sordida
3628,Pinarornis plumosus
3629,Pogonocichla stellata
3630,Saxicola caprata
3631,Saxicola dacotiae
3632,Saxicola ferreus
3633,Saxicola gutturalis
3634,Saxicola insignis
3635,Saxicola jerdoni
3636,Saxicola leucurus
3637,Saxicola macrorhynchus
3638,Saxicola rubetra
3639,Saxicola tectes
3640,Saxicola torquatus
3641,Saxicoloides fulicatus
3642,Sheppardia aequatorialis
3643,Sheppardia aurantiithorax
3644,Sheppardia bocagei
3645,Sheppardia cyornithopsis
3646,Sheppardia gabela
3647,Sheppardia gunningi
3648,Sheppardia lowei
3649,Sheppardia montana
3650,Sheppardia poensis
3651,Sheppardia polioptera
3652,Sheppardia sharpei
3653,Sholicola albiventris
3654,Sholicola major
3655,Stiphrornis erythrothorax
3656,Stiphrornis pyrrholaemus
3657,Stiphrornis xanthogaster
3658,Swynnertonia swynnertoni
3659,Tarsiger chrysaeus
3660,Tarsiger cyanurus
3661,Tarsiger hyperythrus
3662,Tarsiger indicus
3663,Tarsiger johnstoniae
3664,Tarsiger rufilatus
3665,Thamnolaea cinnamomeiventris
3666,Trichixos pyrropygus
3667,Tychaedon barbata
3668,Tychaedon coryphoeus
3669,Tychaedon leucosticta
3670,Tychaedon quadrivirgata
3671,Tychaedon signata
3672,Vauriella albigularis
3673,Vauriella goodfellowi
3674,Vauriella gularis
3675,Vauriella insignis
3676,Xenocopsychus ansorgei
3677,Aethopyga bella
3678,Aethopyga boltoni
3679,Aethopyga christinae
3680,Aethopyga duyvenbodei
3681,Aethopyga eximia
3682,Aethopyga flagrans
3683,Aethopyga gouldiae
3684,Aethopyga guimarasensis
3685,Aethopyga ignicauda
3686,Aethopyga latouchii
3687,Aethopyga linaraborae
3688,Aethopyga magnifica
3689,Aethopyga mystacalis
3690,Aethopyga nipalensis
3691,Aethopyga primigenia
3692,Aethopyga pulcherrima
3693,Aethopyga saturata
3694,Aethopyga shelleyi
3695,Aethopyga siparaja
3696,Aethopyga temminckii
3697,Aethopyga vigorsii
3698,Anabathmis hartlaubii
3699,Anabathmis newtonii
3700,Anabathmis reichenbachii
3701,Anthobaphes violacea
3702,Anthreptes anchietae
3703,Anthreptes aurantius
3704,Anthreptes gabonicus
3705,Anthreptes griseigularis
3706,Anthreptes longuemarei
3707,Anthreptes malacensis
3708,Anthreptes neglectus
3709,Anthreptes orientalis
3710,Anthreptes rectirostris
3711,Anthreptes reichenowi
3712,Anthreptes rhodolaemus
3713,Anthreptes rubritorques
3714,Anthreptes seimundi
3715,Anthreptes simplex
3716,Anthreptes tephrolaemus
3717,Arachnothera affinis
3718,Arachnothera chrysogenys
3719,Arachnothera clarae
3720,Arachnothera crassirostris
3721,Arachnothera dilutior
3722,Arachnothera flammifera
3723,Arachnothera flavigaster
3724,Arachnothera juliae
3725,Arachnothera longirostra
3726,Arachnothera magna
3727,Arachnothera modesta
3728,Arachnothera robusta
3729,Chalcomitra adelberti
3730,Chalcomitra amethystina
3731,Chalcomitra balfouri
3732,Chalcomitra fuliginosa
3733,Chalcomitra hunteri
3734,Chalcomitra rubescens
3735,Chalcomitra senegalensis
3736,Chalcoparia singalensis
3737,Cinnyris afer
3738,Cinnyris asiaticus
3739,Cinnyris batesi
3740,Cinnyris bifasciatus
3741,Cinnyris bouvieri
3742,Cinnyris buettikoferi
3743,Cinnyris chalcomelas
3744,Cinnyris chalybeus
3745,Cinnyris chloropygius
3746,Cinnyris coccinigastrus
3747,Cinnyris comorensis
3748,Cinnyris congensis
3749,Cinnyris coquerellii
3750,Cinnyris cupreus
3751,Cinnyris dussumieri
3752,Cinnyris erythrocercus
3753,Cinnyris fuelleborni
3754,Cinnyris fuscus
3755,Cinnyris gertrudis
3756,Cinnyris habessinicus
3757,Cinnyris hellmayri
3758,Cinnyris humbloti
3759,Cinnyris idenburgi
3760,Cinnyris johannae
3761,Cinnyris jugularis
3762,Cinnyris lotenius
3763,Cinnyris loveridgei
3764,Cinnyris ludovicensis
3765,Cinnyris manoensis
3766,Cinnyris mariquensis
3767,Cinnyris mediocris
3768,Cinnyris melanogastrus
3769,Cinnyris minullus
3770,Cinnyris moebii
3771,Cinnyris moreaui
3772,Cinnyris nectarinioides
3773,Cinnyris neergaardi
3774,Cinnyris notatus
3775,Cinnyris osea
3776,Cinnyris oustaleti
3777,Cinnyris pembae
3778,Cinnyris prigoginei
3779,Cinnyris pulchellus
3780,Cinnyris regius
3781,Cinnyris reichenowi
3782,Cinnyris rockefelleri
3783,Cinnyris rufipennis
3784,Cinnyris shelleyi
3785,Cinnyris solaris
3786,Cinnyris sovimanga
3787,Cinnyris stuhlmanni
3788,Cinnyris superbus
3789,Cinnyris talatala
3790,Cinnyris tsavoensis
3791,Cinnyris ursulae
3792,Cinnyris usambaricus
3793,Cinnyris venustus
3794,Cinnyris voeltzkowi
3795,Cyanomitra alinae
3796,Cyanomitra bannermani
3797,Cyanomitra cyanolaema
3798,Cyanomitra olivacea
3799,Cyanomitra oritis
3800,Cyanomitra verreauxii
3801,Cyanomitra verticalis
3802,Deleornis axillaris
3803,Deleornis fraseri
3804,Drepanorhynchus reichenowi
3805,Dreptes thomensis
3806,Hedydipna collaris
3807,Hedydipna metallica
3808,Hedydipna pallidigaster
3809,Hedydipna platura
3810,Kurochkinegramma hypogrammica
3811,Leptocoma aspasia
3812,Leptocoma brasiliana
3813,Leptocoma calcostetha
3814,Leptocoma juliae
3815,Leptocoma minima
3816,Leptocoma sperata
3817,Leptocoma zeylonica
3818,Nectarinia bocagii
3819,Nectarinia famosa
3820,Nectarinia johnstoni
3821,Nectarinia kilimensis
3822,Nectarinia purpureiventris
3823,Nectarinia tacazze
3824,Daphoenositta chrysoptera
3825,Daphoenositta miranda
3826,Daphoenositta papuensis
3827,Nesospingus speculiferus
3828,Nicator chloris
3829,Nicator gularis
3830,Nicator vireo
3831,Notiomystis cincta
3832,Aleadryas rufinucha
3833,Oreoica gutturalis
3834,Ornorectes cristatus
3835,Oriolus albiloris
3836,Oriolus auratus
3837,Oriolus bouroensis
3838,Oriolus brachyrynchus
3839,Oriolus chinensis
3840,Oriolus chlorocephalus
3841,Oriolus consanguineus
3842,Oriolus crassirostris
3843,Oriolus cruentus
3844,Oriolus decipiens
3845,Oriolus finschi
3846,Oriolus flavocinctus
3847,Oriolus forsteni
3848,Oriolus hosii
3849,Oriolus isabellae
3850,Oriolus kundoo
3851,Oriolus larvatus
3852,Oriolus melanotis
3853,Oriolus mellianus
3854,Oriolus monacha
3855,Oriolus nigripennis
3856,Oriolus oriolus
3857,Oriolus percivali
3858,Oriolus phaeochromus
3859,Oriolus sagittatus
3860,Oriolus steerii
3861,Oriolus szalayi
3862,Oriolus tenuirostris
3863,Oriolus traillii
3864,Oriolus xanthonotus
3865,Oriolus xanthornus
3866,Pitohui cerviniventris
3867,Pitohui dichrous
3868,Pitohui kirhocephalus
3869,Pitohui uropygialis
3870,Sphecotheres hypoleucus
3871,Sphecotheres vieilloti
3872,Sphecotheres viridis
3873,Orthonyx novaeguineae
3874,Orthonyx spaldingii
3875,Orthonyx temminckii
3876,Colluricincla boweri
3877,Colluricincla harmonica
3878,Colluricincla megarhyncha
3879,Colluricincla tenebrosa
3880,Colluricincla woodwardi
3881,Coracornis raveni
3882,Coracornis sanghirensis
3883,Melanorectes nigrescens
3884,Pachycephala albiventris
3885,Pachycephala arctitorquis
3886,Pachycephala aurea
3887,Pachycephala caledonica
3888,Pachycephala cinerea
3889,Pachycephala feminina
3890,Pachycephala flavifrons
3891,Pachycephala fulvotincta
3892,Pachycephala griseiceps
3893,Pachycephala griseonota
3894,Pachycephala homeyeri
3895,Pachycephala hyperythra
3896,Pachycephala hypoxantha
3897,Pachycephala implicata
3898,Pachycephala inornata
3899,Pachycephala jacquinoti
3900,Pachycephala lanioides
3901,Pachycephala leucogastra
3902,Pachycephala lorentzi
3903,Pachycephala melanura
3904,Pachycephala mentalis
3905,Pachycephala meyeri
3906,Pachycephala modesta
3907,Pachycephala monacha
3908,Pachycephala nudigula
3909,Pachycephala olivacea
3910,Pachycephala orioloides
3911,Pachycephala orpheus
3912,Pachycephala par
3913,Pachycephala pectoralis
3914,Pachycephala phaionota
3915,Pachycephala philippinensis
3916,Pachycephala richardsi
3917,Pachycephala rufiventris
3918,Pachycephala rufogularis
3919,Pachycephala schlegelii
3920,Pachycephala simplex
3921,Pachycephala soror
3922,Pachycephala sulfuriventer
3923,Pachycephala tenebrosa
3924,Pachycephala teysmanni
3925,Pachycephala vitiensis
3926,Pseudorectes ferrugineus
3927,Pseudorectes incertus
3928,Panurus biarmicus
3929,Astrapia mayeri
3930,Astrapia nigra
3931,Astrapia rothschildi
3932,Astrapia splendidissima
3933,Astrapia stephaniae
3934,Cicinnurus magnificus
3935,Cicinnurus regius
3936,Cicinnurus respublica
3937,Drepanornis albertisi
