"Species","Results"
"Menura novaehollandiae","0"
"Allenia fusca","0"
"Cinclocerthia gutturalis","0"
"Cinclocerthia ruficauda","0"
"Dumetella carolinensis","1"
"Margarops fuscatus","1"
"Melanoptila glabrirostris","0"
"Melanotis caerulescens","0"
"Melanotis hypoleucus","0"
"Mimus dorsalis","0"
"Mimus gilvus","0"
"Mimus graysoni","0"
"Mimus gundlachii","0"
"Mimus longicaudatus","0"
"Mimus macdonaldi","0"
"Mimus melanotis","0"
"Mimus parvulus","0"
"Mimus patagonicus","0"
"Mimus polyglottos","1"
"Mimus saturninus","1"
"Mimus thenca","0"
"Mimus trifasciatus","0"
"Mimus triurus","0"
"Oreoscoptes montanus","0"
"Ramphocinclus brachyurus","0"
"Toxostoma bendirei","0"
"Toxostoma cinereum","0"
"Toxostoma crissale","0"
"Toxostoma curvirostre","0"
"Toxostoma guttatum","0"
"Toxostoma lecontei","0"
"Toxostoma longirostre","0"
"Toxostoma ocellatum","0"
"Toxostoma redivivum","0"
"Toxostoma rufum","0"
"Lamprospiza melanoleuca","0"
"Mitrospingus cassinii","0"
"Mitrospingus oleagineus","0"
"Orthogonys chloricterus","0"
"Arcanator orostruthus","0"
"Kakamega poliothorax","0"
"Modulatrix stictigula","0"
"Mohoua albicilla","1"
"Mohoua novaeseelandiae","1"
"Mohoua ochrocephala","2"
"Arses insularis","0"
"Arses kaupi","0"
"Arses lorealis","0"
"Arses telescopthalmus","0"
"Carterornis castus","0"
"Carterornis chrysomela","0"
"Carterornis leucotis","0"
"Carterornis pileatus","0"
"Chasiempis ibidis","0"
"Chasiempis sandwichensis","0"
"Chasiempis sclateri","0"
"Clytorhynchus hamlini","0"
"Clytorhynchus nigrogularis","0"
"Clytorhynchus pachycephaloides","0"
"Clytorhynchus sanctaecrucis","0"
"Clytorhynchus vitiensis","0"
"Grallina bruijnii","0"
"Grallina cyanoleuca","0"
"Hypothymis azurea","0"
"Hypothymis coelestis","0"
"Hypothymis helenae","0"
"Hypothymis puella","0"
"Mayrornis lessoni","0"
"Mayrornis schistaceus","0"
"Mayrornis versicolor","0"
"Metabolus godeffroyi","0"
"Metabolus rugensis","0"
"Metabolus takatsukasae","0"
"Monarcha castaneiventris","0"
"Monarcha cinerascens","0"
"Monarcha frater","0"
"Monarcha megarhynchus","0"
"Monarcha melanopsis","0"
"Monarcha richardsii","0"
"Monarcha ugiensis","0"
"Myiagra albiventris","0"
"Myiagra alecto","0"
"Myiagra atra","0"
"Myiagra azureocapilla","0"
"Myiagra caledonica","0"
"Myiagra castaneigularis","0"
"Myiagra cervinicauda","0"
"Myiagra cervinicolor","0"
"Myiagra cyanoleuca","0"
"Myiagra eichhorni","0"
"Myiagra erythrops","0"
"Myiagra ferrocyanea","0"
"Myiagra galeata","0"
"Myiagra hebetior","0"
"Myiagra inquieta","0"
"Myiagra nana","0"
"Myiagra oceanica","0"
"Myiagra pluto","0"
"Myiagra rubecula","0"
"Myiagra ruficollis","0"
"Myiagra vanikorensis","0"
"Neolalage banksiana","0"
"Pomarea dimidiata","0"
"Pomarea iphis","0"
"Pomarea mendozae","0"
"Pomarea mira","0"
"Pomarea nigra","0"
"Pomarea whitneyi","0"
"Symposiachrus ateralbus","0"
"Symposiachrus axillaris","0"
"Symposiachrus barbatus","0"
"Symposiachrus boanensis","0"
"Symposiachrus brehmii","0"
"Symposiachrus browni","0"
"Symposiachrus everetti","0"
"Symposiachrus guttula","0"
"Symposiachrus infelix","0"
"Symposiachrus julianae","0"
"Symposiachrus leucurus","0"
"Symposiachrus loricatus","0"
"Symposiachrus malaitae","0"
"Symposiachrus manadensis","0"
"Symposiachrus menckei","0"
"Symposiachrus mundus","0"
"Symposiachrus rubiensis","0"
"Symposiachrus sacerdotum","0"
"Symposiachrus trivirgatus","0"
"Symposiachrus verticalis","0"
"Symposiachrus vidua","0"
"Terpsiphone affinis","0"
"Terpsiphone atrocaudata","0"
"Terpsiphone atrochalybeia","0"
"Terpsiphone batesi","0"
"Terpsiphone bedfordi","0"
"Terpsiphone bourbonnensis","0"
"Terpsiphone cinnamomea","0"
"Terpsiphone corvina","0"
"Terpsiphone cyanescens","0"
"Terpsiphone floris","0"
"Terpsiphone incei","0"
"Terpsiphone mutata","0"
"Terpsiphone paradisi","0"
"Terpsiphone rufiventer","0"
"Terpsiphone rufocinerea","0"
"Terpsiphone unirufa","0"
"Terpsiphone viridis","0"
"Trochocercus bivittatus","0"
"Trochocercus cyanomelas","0"
"Trochocercus nitens","0"
"Amaurocichla bocagii","0"
"Anthus antarcticus","0"
"Anthus berthelotii","0"
"Anthus bogotensis","0"
"Anthus brachyurus","0"
"Anthus caffer","0"
"Anthus campestris","2"
"Anthus cervinus","5"
"Anthus chacoensis","0"
"Anthus cinnamomeus","1"
"Anthus correndera","0"
"Anthus crenatus","0"
"Anthus furcatus","0"
"Anthus godlewskii","0"
"Anthus gustavi","0"
"Anthus gutturalis","0"
"Anthus hellmayri","0"
"Anthus hodgsoni","0"
"Anthus hoeschi","0"
"Anthus leucophrys","0"
"Anthus lineiventris","0"
"Anthus lutescens","0"
"Anthus melindae","0"
"Anthus nattereri","0"
"Anthus nilghiriensis","0"
"Anthus novaeseelandiae","1"
"Anthus nyassae","0"
"Anthus pallidiventris","0"
"Anthus peruvianus","0"
"Anthus petrosus","0"
"Anthus pratensis","1"
"Anthus richardi","3"
"Anthus roseatus","0"
"Anthus rubescens","0"
"Anthus rufulus","0"
"Anthus similis","0"
"Anthus sokokensis","0"
"Anthus spinoletta","3"
"Anthus spragueii","0"
"Anthus sylvanus","0"
"Anthus trivialis","1"
"Anthus vaalensis","0"
"Dendronanthus indicus","0"
"Hemimacronyx chloris","0"
"Macronyx ameliae","0"
"Macronyx aurantiigula","0"
"Macronyx capensis","0"
"Macronyx croceus","0"
"Macronyx flavicollis","0"
"Macronyx fuelleborni","0"
"Macronyx grimwoodi","0"
"Macronyx sharpei","0"
"Madanga ruficollis","0"
"Motacilla aguimp","0"
"Motacilla alba","9"
"Motacilla capensis","1"
"Motacilla cinerea","4"
"Motacilla citreola","0"
"Motacilla clara","1"
"Motacilla flava","4"
"Motacilla flaviventris","0"
"Motacilla grandis","0"
"Motacilla maderaspatensis","0"
"Motacilla samveasnae","0"
"Motacilla tschutschensis","0"
"Tmetothylacus tenellus","0"
"Agricola infuscatus","0"
"Agricola pallidus","0"
"Alethe castanea","0"
"Alethe diademata","0"
"Anthipes monileger","0"
"Anthipes solitaris","0"
"Brachypteryx cruralis","0"
"Brachypteryx erythrogyna","0"
"Brachypteryx floris","0"
"Brachypteryx goodfellowi","0"
"Brachypteryx hyperythra","0"
"Brachypteryx leucophris","0"
"Brachypteryx montana","0"
"Brachypteryx poliogyna","0"
"Brachypteryx saturata","0"
"Brachypteryx sinensis","0"
"Bradornis boehmi","0"
"Bradornis comitatus","0"
"Bradornis fuliginosus","0"
"Bradornis mariquensis","0"
"Bradornis microrhynchus","0"
"Bradornis ussheri","0"
"Calliope calliope","0"
"Calliope obscura","0"
"Calliope pectardens","0"
"Calliope pectoralis","0"
"Calliope tschebaiewi","0"
"Campicoloides bifasciatus","0"
"Cercotrichas galactotes","0"
"Cercotrichas hartlaubi","0"
"Cercotrichas leucophrys","0"
"Cercotrichas paena","0"
"Cercotrichas podobe","0"
"Chamaetylas choloensis","0"
"Chamaetylas fuelleborni","0"
"Chamaetylas poliocephala","0"
"Chamaetylas poliophrys","0"
"Cichladusa arquata","0"
"Cichladusa guttata","0"
"Cichladusa ruficauda","0"
"Cinclidium frontale","0"
"Copsychus albospecularis","0"
"Copsychus mindanensis","0"
"Copsychus pica","0"
"Copsychus saularis","1"
"Copsychus sechellarum","0"
"Cossypha albicapillus","0"
"Cossypha cyanocampter","0"
"Cossypha dichroa","0"
"Cossypha heinrichi","0"
"Cossypha heuglini","0"
"Cossypha natalensis","0"
"Cossypha niveicapilla","0"
"Cossypha semirufa","0"
"Cossyphicula roberti","0"
"Cyanecula svecica","0"
"Cyanoptila cumatilis","0"
"Cyanoptila cyanomelana","0"
"Cyornis banyumas","0"
"Cyornis brunneatus","0"
"Cyornis caerulatus","0"
"Cyornis camarinensis","0"
"Cyornis colonus","0"
"Cyornis concretus","0"
"Cyornis djampeanus","0"
"Cyornis glaucicomans","0"
"Cyornis hainanus","0"
"Cyornis herioti","0"
"Cyornis hoevelli","0"
"Cyornis hyacinthinus","0"
"Cyornis lemprieri","0"
"Cyornis magnirostris","0"
"Cyornis nicobaricus","0"
"Cyornis olivaceus","0"
"Cyornis omissus","0"
"Cyornis oscillans","0"
"Cyornis pallidipes","0"
"Cyornis poliogenys","0"
"Cyornis rubeculoides","0"
"Cyornis ruckii","0"
"Cyornis ruficauda","0"
"Cyornis rufigastra","0"
"Cyornis sanfordi","0"
"Cyornis stresemanni","0"
"Cyornis sumatrensis","0"
"Cyornis superbus","0"
"Cyornis tickelliae","0"
"Cyornis turcosus","0"
"Cyornis umbratilis","0"
"Cyornis unicolor","0"
"Dessonornis anomalus","0"
"Dessonornis archeri","0"
"Dessonornis caffer","0"
"Dessonornis humeralis","0"
"Dessonornis macclounii","0"
"Dessonornis mbuluensis","0"
"Emarginata schlegelii","0"
"Emarginata sinuata","0"
"Emarginata tractrac","0"
"Enicurus immaculatus","0"
"Enicurus leschenaulti","0"
"Enicurus maculatus","0"
"Enicurus ruficapillus","0"
"Enicurus schistaceus","0"
"Enicurus scouleri","0"
"Enicurus velatus","0"
"Erithacus rubecula","8"
"Eumyias additus","0"
"Eumyias albicaudatus","0"
"Eumyias indigo","0"
"Eumyias panayensis","0"
"Eumyias ruficrissa","0"
"Eumyias sordidus","0"
"Eumyias thalassinus","0"
"Ficedula albicilla","1"
"Ficedula albicollis","2"
"Ficedula basilanica","0"
"Ficedula bonthaina","0"
"Ficedula buruensis","0"
"Ficedula crypta","0"
"Ficedula disposita","0"
"Ficedula dumetoria","0"
"Ficedula elisae","0"
"Ficedula erithacus","1"
"Ficedula harterti","0"
"Ficedula henrici","0"
"Ficedula hodgsoni","0"
"Ficedula hyperythra","0"
"Ficedula hypoleuca","5"
"Ficedula luzoniensis","0"
"Ficedula mugimaki","0"
"Ficedula narcissina","0"
"Ficedula nigrorufa","0"
"Ficedula owstoni","0"
"Ficedula parva","4"
"Ficedula platenae","0"
"Ficedula riedeli","0"
"Ficedula ruficauda","0"
"Ficedula rufigula","0"
"Ficedula sapphira","0"
"Ficedula semitorquata","0"
"Ficedula strophiata","0"
"Ficedula subrubra","0"
"Ficedula superciliaris","0"
"Ficedula timorensis","0"
"Ficedula tricolor","0"
"Ficedula westermanni","0"
"Ficedula zanthopygia","0"
"Fraseria caerulescens","0"
"Fraseria cinerascens","0"
"Fraseria griseigularis","0"
"Fraseria lendu","0"
"Fraseria ocreata","0"
"Fraseria olivascens","0"
"Fraseria plumbea","0"
"Fraseria tessmanni","0"
"Heinrichia calligyna","0"
"Heinrichia simplex","0"
"Heteroxenicus stellatus","0"
"Hodgsonius phaenicuroides","0"
"Humblotia flavirostris","0"
"Irania gutturalis","0"
"Kittacincla albiventris","0"
"Kittacincla cebuensis","0"
"Kittacincla luzoniensis","0"
"Kittacincla malabarica","0"
"Kittacincla nigra","0"
"Kittacincla superciliaris","0"
"Larvivora akahige","0"
"Larvivora brunnea","0"
"Larvivora cyane","0"
"Larvivora komadori","0"
"Larvivora namiyei","0"
"Larvivora ruficeps","0"
"Larvivora sibilans","0"
"Larvivora tanensis","0"
"Luscinia luscinia","2"
"Luscinia megarhynchos","0"
"Melaenornis annamarulae","0"
"Melaenornis ardesiacus","0"
"Melaenornis brunneus","0"
"Melaenornis chocolatinus","0"
"Melaenornis edolioides","0"
"Melaenornis fischeri","0"
"Melaenornis herero","0"
"Melaenornis pammelaina","0"
"Melaenornis semipartitus","0"
"Melaenornis silens","0"
"Monticola angolensis","0"
"Monticola brevipes","0"
"Monticola cinclorhyncha","0"
"Monticola erythronotus","0"
"Monticola explorator","0"
"Monticola gularis","0"
"Monticola imerina","0"
"Monticola rufiventris","0"
"Monticola rufocinereus","0"
"Monticola rupestris","0"
"Monticola saxatilis","0"
"Monticola semirufus","0"
"Monticola sharpei","0"
"Monticola solitarius","1"
"Muscicapa adusta","0"
"Muscicapa aquatica","0"
"Muscicapa cassini","0"
"Muscicapa dauurica","0"
"Muscicapa epulata","0"
"Muscicapa ferruginea","0"
"Muscicapa gambagae","0"
"Muscicapa griseisticta","0"
"Muscicapa muttui","0"
"Muscicapa randi","0"
"Muscicapa segregata","0"
"Muscicapa sethsmithi","0"
"Muscicapa sibirica","0"
"Muscicapa striata","1"
"Myiomela cambodiana","0"
"Myiomela diana","0"
"Myiomela leucura","0"
"Myophonus blighi","0"
"Myophonus borneensis","0"
"Myophonus caeruleus","0"
"Myophonus castaneus","0"
"Myophonus glaucinus","0"
"Myophonus horsfieldii","0"
"Myophonus insularis","0"
"Myophonus melanurus","0"
"Myophonus robinsoni","0"
"Myrmecocichla aethiops","0"
"Myrmecocichla arnotti","0"
"Myrmecocichla formicivora","0"
"Myrmecocichla melaena","0"
"Myrmecocichla monticola","0"
"Myrmecocichla nigra","0"
"Myrmecocichla tholloni","0"
"Niltava davidi","0"
"Niltava grandis","0"
"Niltava macgrigoriae","0"
"Niltava oatesi","0"
"Niltava sumatrana","0"
"Niltava sundara","0"
"Niltava vivida","0"
"Oenanthe albifrons","0"
"Oenanthe albonigra","0"
"Oenanthe bottae","0"
"Oenanthe chrysopygia","0"
"Oenanthe cypriaca","0"
"Oenanthe deserti","0"
"Oenanthe dubia","0"
"Oenanthe familiaris","0"
"Oenanthe finschii","0"
"Oenanthe frenata","0"
"Oenanthe fusca","0"
"Oenanthe heuglinii","0"
"Oenanthe hispanica","0"
"Oenanthe isabellina","0"
"Oenanthe leucopyga","0"
"Oenanthe leucura","0"
"Oenanthe lugens","0"
"Oenanthe melanura","0"
"Oenanthe moesta","0"
"Oenanthe monacha","0"
"Oenanthe oenanthe","1"
"Oenanthe phillipsi","0"
"Oenanthe picata","0"
"Oenanthe pileata","0"
"Oenanthe pleschanka","0"
"Oenanthe scotocerca","0"
"Oenanthe seebohmi","0"
"Oenanthe xanthoprymna","0"
"Oreocossypha isabellae","0"
"Phoenicurus alaschanicus","0"
"Phoenicurus auroreus","0"
"Phoenicurus bicolor","0"
"Phoenicurus coeruleocephala","0"
"Phoenicurus erythrogastrus","0"
"Phoenicurus erythronotus","0"
"Phoenicurus frontalis","0"
"Phoenicurus fuliginosus","0"
"Phoenicurus hodgsoni","0"
"Phoenicurus leucocephalus","0"
"Phoenicurus moussieri","0"
"Phoenicurus ochruros","2"
"Phoenicurus phoenicurus","6"
"Phoenicurus schisticeps","0"
"Pinarochroa sordida","0"
"Pinarornis plumosus","0"
"Pogonocichla stellata","0"
"Saxicola caprata","0"
"Saxicola dacotiae","0"
"Saxicola ferreus","0"
"Saxicola gutturalis","0"
"Saxicola insignis","0"
"Saxicola jerdoni","0"
"Saxicola leucurus","0"
"Saxicola macrorhynchus","0"
"Saxicola rubetra","0"
"Saxicola tectes","0"
"Saxicola torquatus","0"
"Saxicoloides fulicatus","0"
"Sheppardia aequatorialis","0"
"Sheppardia aurantiithorax","0"
"Sheppardia bocagei","0"
"Sheppardia cyornithopsis","0"
"Sheppardia gabela","0"
"Sheppardia gunningi","0"
"Sheppardia lowei","0"
"Sheppardia montana","0"
"Sheppardia poensis","0"
"Sheppardia polioptera","0"
"Sheppardia sharpei","0"
"Sholicola albiventris","0"
"Sholicola major","0"
"Stiphrornis erythrothorax","0"
"Stiphrornis pyrrholaemus","0"
"Stiphrornis xanthogaster","0"
"Swynnertonia swynnertoni","0"
"Tarsiger chrysaeus","0"
"Tarsiger cyanurus","0"
"Tarsiger hyperythrus","0"
"Tarsiger indicus","0"
"Tarsiger johnstoniae","0"
"Tarsiger rufilatus","0"
"Thamnolaea cinnamomeiventris","0"
"Trichixos pyrropygus","0"
"Tychaedon barbata","0"
"Tychaedon coryphoeus","0"
"Tychaedon leucosticta","0"
"Tychaedon quadrivirgata","0"
"Tychaedon signata","0"
"Vauriella albigularis","0"
"Vauriella goodfellowi","0"
"Vauriella gularis","0"
"Vauriella insignis","0"
"Xenocopsychus ansorgei","0"
"Aethopyga bella","0"
"Aethopyga boltoni","0"
"Aethopyga christinae","0"
"Aethopyga duyvenbodei","0"
"Aethopyga eximia","0"
"Aethopyga flagrans","0"
"Aethopyga gouldiae","0"
"Aethopyga guimarasensis","0"
"Aethopyga ignicauda","0"
"Aethopyga latouchii","0"
"Aethopyga linaraborae","0"
"Aethopyga magnifica","0"
"Aethopyga mystacalis","0"
"Aethopyga nipalensis","0"
"Aethopyga primigenia","0"
"Aethopyga pulcherrima","0"
"Aethopyga saturata","0"
"Aethopyga shelleyi","0"
"Aethopyga siparaja","0"
"Aethopyga temminckii","0"
"Aethopyga vigorsii","0"
"Anabathmis hartlaubii","0"
"Anabathmis newtonii","0"
"Anabathmis reichenbachii","0"
"Anthobaphes violacea","0"
"Anthreptes anchietae","0"
"Anthreptes aurantius","0"
"Anthreptes gabonicus","0"
"Anthreptes griseigularis","0"
"Anthreptes longuemarei","0"
"Anthreptes malacensis","0"
"Anthreptes neglectus","0"
"Anthreptes orientalis","0"
"Anthreptes rectirostris","0"
"Anthreptes reichenowi","0"
"Anthreptes rhodolaemus","0"
"Anthreptes rubritorques","0"
"Anthreptes seimundi","0"
"Anthreptes simplex","0"
"Anthreptes tephrolaemus","0"
"Arachnothera affinis","0"
"Arachnothera chrysogenys","0"
"Arachnothera clarae","0"
"Arachnothera crassirostris","0"
"Arachnothera dilutior","0"
"Arachnothera flammifera","0"
"Arachnothera flavigaster","0"
"Arachnothera juliae","0"
"Arachnothera longirostra","0"
"Arachnothera magna","0"
"Arachnothera modesta","0"
"Arachnothera robusta","0"
"Chalcomitra adelberti","0"
"Chalcomitra amethystina","0"
"Chalcomitra balfouri","0"
"Chalcomitra fuliginosa","0"
"Chalcomitra hunteri","0"
"Chalcomitra rubescens","0"
"Chalcomitra senegalensis","0"
"Chalcoparia singalensis","0"
"Cinnyris afer","0"
"Cinnyris asiaticus","1"
"Cinnyris batesi","0"
"Cinnyris bifasciatus","0"
"Cinnyris bouvieri","0"
"Cinnyris buettikoferi","0"
"Cinnyris chalcomelas","0"
"Cinnyris chalybeus","0"
"Cinnyris chloropygius","0"
"Cinnyris coccinigastrus","0"
"Cinnyris comorensis","0"
"Cinnyris congensis","0"
"Cinnyris coquerellii","0"
"Cinnyris cupreus","0"
"Cinnyris dussumieri","0"
"Cinnyris erythrocercus","0"
"Cinnyris fuelleborni","0"
"Cinnyris fuscus","0"
"Cinnyris gertrudis","0"
"Cinnyris habessinicus","0"
"Cinnyris hellmayri","0"
"Cinnyris humbloti","0"
"Cinnyris idenburgi","0"
"Cinnyris johannae","0"
"Cinnyris jugularis","0"
"Cinnyris lotenius","0"
"Cinnyris loveridgei","0"
"Cinnyris ludovicensis","0"
"Cinnyris manoensis","0"
"Cinnyris mariquensis","0"
"Cinnyris mediocris","0"
"Cinnyris melanogastrus","0"
"Cinnyris minullus","0"
"Cinnyris moebii","0"
"Cinnyris moreaui","0"
"Cinnyris nectarinioides","0"
"Cinnyris neergaardi","0"
"Cinnyris notatus","0"
"Cinnyris osea","0"
"Cinnyris oustaleti","0"
"Cinnyris pembae","0"
"Cinnyris prigoginei","0"
"Cinnyris pulchellus","0"
"Cinnyris regius","0"
"Cinnyris reichenowi","0"
"Cinnyris rockefelleri","0"
"Cinnyris rufipennis","0"
"Cinnyris shelleyi","0"
"Cinnyris solaris","0"
"Cinnyris sovimanga","0"
"Cinnyris stuhlmanni","0"
"Cinnyris superbus","0"
"Cinnyris talatala","0"
"Cinnyris tsavoensis","0"
"Cinnyris ursulae","0"
"Cinnyris usambaricus","0"
"Cinnyris venustus","0"
"Cinnyris voeltzkowi","0"
"Cyanomitra alinae","0"
"Cyanomitra bannermani","0"
"Cyanomitra cyanolaema","0"
"Cyanomitra olivacea","0"
"Cyanomitra oritis","0"
"Cyanomitra verreauxii","0"
"Cyanomitra verticalis","0"
"Deleornis axillaris","0"
"Deleornis fraseri","0"
"Drepanorhynchus reichenowi","0"
"Dreptes thomensis","0"
"Hedydipna collaris","0"
"Hedydipna metallica","0"
"Hedydipna pallidigaster","0"
"Hedydipna platura","0"
"Kurochkinegramma hypogrammica","0"
"Leptocoma aspasia","0"
"Leptocoma brasiliana","0"
"Leptocoma calcostetha","0"
"Leptocoma juliae","0"
"Leptocoma minima","0"
"Leptocoma sperata","0"
"Leptocoma zeylonica","0"
"Nectarinia bocagii","0"
"Nectarinia famosa","0"
"Nectarinia johnstoni","0"
"Nectarinia kilimensis","0"
"Nectarinia purpureiventris","0"
"Nectarinia tacazze","0"
"Daphoenositta chrysoptera","3"
"Daphoenositta miranda","0"
"Daphoenositta papuensis","0"
"Nesospingus speculiferus","0"
"Nicator chloris","0"
"Nicator gularis","0"
"Nicator vireo","0"
"Notiomystis cincta","1"
"Aleadryas rufinucha","0"
"Oreoica gutturalis","0"
"Ornorectes cristatus","0"
"Oriolus albiloris","0"
"Oriolus auratus","0"
"Oriolus bouroensis","0"
"Oriolus brachyrynchus","0"
"Oriolus chinensis","0"
"Oriolus chlorocephalus","0"
"Oriolus consanguineus","0"
"Oriolus crassirostris","0"
"Oriolus cruentus","0"
"Oriolus decipiens","0"
"Oriolus finschi","0"
"Oriolus flavocinctus","0"
"Oriolus forsteni","0"
"Oriolus hosii","0"
"Oriolus isabellae","0"
"Oriolus kundoo","0"
"Oriolus larvatus","0"
"Oriolus melanotis","0"
"Oriolus mellianus","0"
"Oriolus monacha","0"
"Oriolus nigripennis","0"
"Oriolus oriolus","2"
"Oriolus percivali","0"
"Oriolus phaeochromus","0"
"Oriolus sagittatus","0"
"Oriolus steerii","0"
"Oriolus szalayi","0"
"Oriolus tenuirostris","0"
"Oriolus traillii","0"
"Oriolus xanthonotus","0"
"Oriolus xanthornus","0"
"Pitohui cerviniventris","0"
"Pitohui dichrous","0"
"Pitohui kirhocephalus","0"
"Pitohui uropygialis","0"
"Sphecotheres hypoleucus","0"
"Sphecotheres vieilloti","0"
"Sphecotheres viridis","0"
"Orthonyx novaeguineae","0"
"Orthonyx spaldingii","0"
"Orthonyx temminckii","1"
"Colluricincla boweri","0"
"Colluricincla harmonica","0"
"Colluricincla megarhyncha","0"
"Colluricincla tenebrosa","0"
"Colluricincla woodwardi","0"
"Coracornis raveni","0"
"Coracornis sanghirensis","0"
"Melanorectes nigrescens","0"
"Pachycephala albiventris","0"
"Pachycephala arctitorquis","0"
"Pachycephala aurea","0"
"Pachycephala caledonica","0"
"Pachycephala cinerea","0"
"Pachycephala feminina","0"
"Pachycephala flavifrons","0"
"Pachycephala fulvotincta","0"
"Pachycephala griseiceps","0"
"Pachycephala griseonota","0"
"Pachycephala homeyeri","0"
"Pachycephala hyperythra","0"
"Pachycephala hypoxantha","0"
"Pachycephala implicata","0"
"Pachycephala inornata","0"
